;link.law;actor;date;link.statement
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Bundesarbeitsgemeinschaft für Familien-Mediation e.V.;28. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09282017_Stellungnahme_Evaluationsbericht-MediationsG_Bundesarbeitsgemeinschaft-Familien-Mediation.pdf?__blob=publicationFile&v=4
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Deutscher Notarverein;28. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09282017_Stellungnahme_Evaluationsbericht-MediationsG_Notarverein.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Gesamtverband der Deutschen Versicherungswirtschaft e. V.;28. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09282017_Stellungnahme_Evaluationsbericht-MediationsG_GDV.pdf?__blob=publicationFile&v=2
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Deutsche Institution für Schiedsgerichtsbarkeit e.V.;27. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09272017_Stellungnahme_Evaluationsbericht-MediationsG_Dt-Institution-Schiedsgerichtsbarkeit.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;GHV Gütestelle Honorar- und Vergaberecht e. V.;27. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09272017_Stellungnahme_Evaluationsbericht-MediationsG_GHV-Guetestelle.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Integrierte Mediation e.V.;26. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09262017_Stellungnahme_Evaluationsbericht-MediationsG_integrierte-Mediation.pdf?__blob=publicationFile&v=2
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Deutscher Industrie- und Handelskammertag;25. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09252017_Stellungnahme_Evaluationsbericht-MediationsG_IHK.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Deutsche Gesellschaft für Außergerichtliche Streitbeilegung im Bauwesen e. V.;22. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09222017_Stellungnahme_Evaluationsbericht-MediationsG_DGA-Bau.pdf?__blob=publicationFile&v=2
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Bundesverband der Gütestellen e.V.;19. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09192017_Stellungnahme_Evaluationsbericht-MediationsG_Bundesverband-Guetestellen.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Bundesvereinigung deutscher Arbeitgeberverbände;15. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09152017_Stellungnahme_Evaluationsbericht-MediationsG_Bundesvereinigung-DT-Arbeitgeberverbaende.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Bundesverband Mediation;14. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09142017_Stellungnahme_Evaluationsbericht-MediationsG_Bundesverband-Mediation.pdf?__blob=publicationFile&v=3
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Bund deutscher Schiedsmänner und Schiedsfrauen e.V.;14. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09142017_Stellungnahme_Evaluationsbericht-MediationsG_Bund-dt-Schiedsmaenner.pdf?__blob=publicationFile&v=4
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;evangelische Arbeitsgemeinschaft Familie;12. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09122017_Stellungnahme_Evaluationsbericht-MediationsG_eaf.pdf?__blob=publicationFile&v=2
Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;Bund der Energieverbraucher e. V.;08. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09082017_Stellungnahme_Energieverbraucher_RefE_Streitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;Bund Deutscher Kriminalbeamter (BDK) - Bundesvorsitzender -;07. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09072017_Stellungnahme_BDK_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=2
Gesetz zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr und zur Änderung des Erneuerbare-Energien-Gesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Zahlungsverzug_Geschaeftsverkehr.html;Internationaler Verband für Kreditschutz- und Insolvenzrecht (KSI);07. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09072017_Stellungnahme_KSI_RefE_Bekaempfung_Zahlungsverzug_Geschaeftsverkehr.pdf?__blob=publicationFile&v=1
Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;Bundesverband der Angehörigen psychisch erkrankter Menschen e. V. (BApK);07. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/09072017_Stellungnahme_BApK_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1
Evaluationsbericht zum Mediationsgesetz ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Mediationsgesetz_Evaluationsbericht.html;Interessenverband Unterhalt und Familienrecht;01. Sep 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/10012017_Stellungnahme_Evaluationsbericht-MediationsG_Interessenverband%20Unterhalt-Familienrecht.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Museumsbund e.V.;29. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05292017_Stellungnahme_Museumsbund_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Deutscher Anwaltverein (DAV);26. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05262017_Stellungnahme_DAV_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Facebook Germany GmbH;24. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05242017_Stellungnahme_Facebook_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung des Strafgesetzbuches – Wohnungseinbruchdiebstahl;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_StBG_Wohnungseinbruchsdiebstahl.html;Deutscher Anwaltverein;01. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05012017_Stellungnahme_DAV_RefE_StGB_%C3%84ndG_Wohnungseinbruchdiebstahl.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Friedrich-Wilhelm-Murnau-Stiftung;28. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04282017_Stellungnahme_FWMS_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung des Strafgesetzbuches – Wohnungseinbruchdiebstahl;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_StBG_Wohnungseinbruchsdiebstahl.html;Deutsche Polizeigewerkschaft (DPolG);25. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04252017_Stellungnahme_DPolG_RefE_StGB_%C3%84ndG_Wohnungseinbruchdiebstahl.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Bundesverband Informationswirtschaft, Telekommunikation und Neue Medien e.V. (bitkom);20. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04202017_Stellungnahme_Bitkom_2_RefE_NetzDG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Reporter ohne Grenzen e.V.;19. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04192017_Stellungnahme_RoG_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Bekämpfung von Kinderehen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Kinderehe.html;Deutscher Juristinnenbund e.V.;18. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04182017_Stellungnahme_Juristinnenbund_RefE_Kinderehe.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Anwaltverein;18. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04182017_Stellungnahme_DAV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Rechtsanwalt Norbert Küster;18. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04182017_Stellungnahme_Kuester_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Verband Privater Rundfunk und Telemedien e.V.;04. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04042017_Stellungnahme_VPRT_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung des Strafgesetzbuches – Wohnungseinbruchdiebstahl;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_StBG_Wohnungseinbruchsdiebstahl.html;Deutscher Richterbund (DRB);01. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04012017_Stellungnahme_DRB_RefE_StGB_%C3%84ndG_Wohnungseinbruchdiebstahl.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Lesben- und Schwulenverband;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_LSVD_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Bundesverband Digitale Wirtschaft (BVDW) e.V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BVDW_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Freiwillige Selbstkontrolle Multimedia-Dienstanbieter (FSM) e.V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_FSM_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Gesellschaft für Informatik;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_GfI_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;eco - Verband für Internetwirtschaft e.V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_eco_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Gesicht Zeigen! Für ein weltoffenes Deutschland e.V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_GesichtZeigen_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Bundesrechtsanwaltskammer;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BAK_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Selbstregulierung Informationswirtschaft e.V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_SRIW_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;google/YouTube;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_google_youTube_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Bundesverband Informationswirtschaft, Telekommunikation und Neue Medien e.V. (bitkom);30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_Bitkom_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Bundesverband Interaktive Unterhaltungssoftware e. V.;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_BIU_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Prof. Dr. Thomas Hoeren der Universität Münster;30. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03302017_Stellungnahme_Uni_Muenster_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Deutsche Gesellschaft für Recht und Informatik e.V.;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_DGRI_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Neue Richtervereinigung;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_NRV_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Prof. Dr. Hubertus Gersdorf der Universität Leipzig;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_Uni_Leipzig_2_RefE_NetzDG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Prof. Dr. Martin Eifert und Johannes Gerberding;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_HUBerlin_RefE_NetzDG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Amadeu Antonio Stiftung;29. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03292017_Stellungnahme_AAS_RefE_NetzDG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;jugendschutz.net;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_jugendschutz.net_2_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Deutscher Journalisten-Verbandes e.V.;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_DJV_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Prof. Dr. Hubertus Gersdorf der Universität Leipzig;28. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03282017_Stellungnahme_Uni_Leipzig_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Zentralrat der Juden in Deutschland;27. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03272017_Stellungnahme_ZdJ_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;Deutscher Richterbund;27. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03272017_Stellungnahme_DRB_RefE_NetzDG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/NetzDG.html;jugendschutz.net;17. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03172017_Stellungnahme_jugendschutz.net_RefE_NetzDG.pdf?__blob=publicationFile&v=2
Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;Bundeszahnärztekammer - Arbeitsgemeinschaft der Deutschen Zahnärztekammern e. V. (BZÄK);16. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/03162015_Stellungnahme_BZAEK_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;NA;10. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02202017_Stellungnahme_mh_luebeck_RefE_UrhWissG.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;NA;07. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02202017_Stellungnahme_dif_RefE_UrhWissG.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;NA;03. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03032017_Stellungnahme_staedtetag_RefE_UrhWissG.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;NA;03. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03032017_Stellungnahme_FH_Stralsund_RefE_UrhWissG.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutsche Digital Bibliothek;03. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03032017_Stellungnahme_DDB_RefE_UrhWissG.pdf?__blob=publicationFile&v=3
